title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix,is_franchise_final,theme,yt_has_content,yt_top10_total_views,yt_top10_avg_views,yt_video_count,years_since_premiere,log_votes_per_year,genre_animation,genre_family,genre_comedy,genre_adventure,genre_action,on_streaming,netflix_pop_filled,log_yt_views,title_has_high_animal,title_has_hero_keyword,title_word_count,title_has_character,country_grouped_Australia,country_grouped_Brazil,country_grouped_Canada,country_grouped_Coproduction,country_grouped_France,country_grouped_Germany,country_grouped_Other,country_grouped_South Korea,country_grouped_Spain,country_grouped_United Kingdom,country_grouped_United States,technique_grouped_CGI,technique_grouped_Flash,technique_grouped_Flash/Traditional,technique_grouped_Other,technique_grouped_Stop Motion,technique_grouped_Stop-motion,technique_grouped_Toon Boom Harmony,technique_grouped_Traditional,technique_grouped_Traditional/Flash,era_Golden Age (85-96),era_Modern (97-09),era_Streaming Era (2010+),dash_prob
Darkwing Duck,91,United States,1991.0,1992.0,3.0,"The Disney Channel, Syndication, ABC",Traditional,1992.0,1.0,darkwing duck,tt0101076,tvSeries,Darkwing Duck,Darkwing Duck,0.0,1991.0,1992.0,30.0,"Action,Adventure,Animation",7.6,19105.0,0.0,0.7848101265822783,0.0625,0.0275222879081792,0.3426796226099561,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0,0,duck,1,20998420,2099842,10,33.0,0.2987199303281804,1,0,0,1,1,0,0.0,16.85995780238456,1,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.110323295
Oh Yeah! Cartoons,32,United States,1998.0,2001.0,3.0,Nickelodeon,"Traditional, CGI",2001.0,3.0,oh yeah! cartoons,tt0177455,tvSeries,Oh Yeah! Cartoons,Oh Yeah! Cartoons,0.0,1998.0,2002.0,23.0,"Action,Adventure,Animation",7.3,368.0,0.0,0.7468354430379746,0.0625,0.000518826184581,0.3207388837613351,1,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,0.0,,,,0,0,,1,2413615088,241361508,10,26.0,0.2273383324630972,1,0,0,1,1,0,0.0,21.60439149744686,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.13642894
Old Bear Stories,41,United Kingdom,1993.0,1997.0,3.0,"ITV Network, Channel 5",Traditional,1997.0,4.0,old bear stories,tt0426765,tvSeries,Old Bear Stories,Old Bear Stories,0.0,1993.0,1997.0,10.0,"Animation,Family,Short",8.4,234.0,0.0,0.8860759493670886,0.0625,0.0003257075492092,0.3763868066341377,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0,0,bear,1,2181198286,218119828,10,31.0,0.17611566174658577,1,1,0,0,0,0,0.0,21.503140235668358,1,0,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0056658313
Xiaolin Showdown,52,United States,2003.0,2006.0,3.0,Kids' WB,Traditional,2006.0,3.0,xiaolin showdown,tt0386993,tvSeries,Xiaolin Showdown,Xiaolin Showdown,0.0,2003.0,2006.0,30.0,"Action,Adventure,Animation",7.4,8724.0,0.0,0.7594936708860759,0.0625,0.0125613584022459,0.3288128079549918,1,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,23652051,2365205,10,21.0,0.4320927498605061,1,0,0,1,1,0,0.0,16.978960434466018,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.21752383
Yoko,96,Coproduction,2015.0,,3.0,"RTVE (Spain), Carousel (Russia), Clan (Spain), Nick Jr. (United States), Nat Geo Kids (Latin American)",CGI,2023.0,8.0,yoko,tt6058756,tvSeries,Yoko,Yoko,0.0,2015.0,,23.0,"Adventure,Animation,Comedy",7.5,79.0,0.0,0.7721518987341771,0.0625,0.0001023240530701,0.3307613405069384,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,475801317,47580131,10,9.0,0.4868918482970979,1,0,1,1,0,0,0.0,19.980510925900752,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0057172375
Pinky Malinky,60,United States,2019.0,2021.0,3.0,Netflix,Flash,2021.0,2.0,pinky malinky,tt5621544,tvSeries,Pinky Malinky,Pinky Malinky,0.0,2018.0,2019.0,12.0,"Animation,Comedy,Family",5.9,1550.0,1.0,0.569620253164557,0.0625,0.0022223054906222,0.2502786776384784,0,0.0,,,0.0,,0,0.569620253164557,0.0,0.0,0.1139240506329114,0,0.0,,,,0,0,,1,144118585,14411858,10,5.0,1.4693310326353077,1,1,1,0,0,0,0.0,18.786147032527648,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.292379
The Oddbods Show,147,Coproduction,2016.0,,3.0,"Boomerang, Disney Channel, YouTube",CGI,2023.0,7.0,the oddbods show,tt6229656,tvSeries,The Oddbods Show,Oddbods,0.0,2016.0,,23.0,"Animation,Comedy,Family",6.2,458.0,0.0,0.6075949367088607,0.0625,0.0006485327307263,0.2650751078662258,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,1458607119,145860711,10,8.0,0.7661312762575682,1,1,1,0,0,0,0.0,21.10074778989561,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.07395477
The Penguins of Madagascar,149,United States,2008.0,2015.0,3.0,"Nickelodeon, Nicktoons",CGI,2015.0,7.0,the penguins of madagascar,tt0892700,tvSeries,The Penguins of Madagascar,The Penguins of Madagascar,0.0,2008.0,2015.0,11.0,"Action,Adventure,Animation",7.5,25175.0,0.0,0.7721518987341771,0.0625,0.0362702738537544,0.3398033279571094,1,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,681421195,68142119,10,16.0,0.6333529024215152,1,0,0,1,1,0,0.0,20.33969116925269,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,0.017554041
The PJs,46,United States,1999.0,2001.0,3.0,"Fox, The WB",Stop Motion,2001.0,2.0,the pjs,tt0182621,tvSeries,The PJs,The PJs,0.0,1999.0,2001.0,30.0,"Animation,Comedy",6.8,4416.0,0.0,0.6835443037974682,0.0625,0.0063527383934258,0.2968809061173437,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0,0,,1,891829044,89182904,10,25.0,0.3357286404638611,1,0,1,0,0,0,0.0,20.608785018588943,0,0,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.033133224
Olliver's Adventures,39,Canada,2002.0,2002.0,3.0,Teletoon,Flash,2002.0,0.0,olliver's adventures,tt0398532,tvSeries,Olliver's Adventures,Olliver's Adventures,0.0,2002.0,,22.0,Animation,6.3,120.0,0.0,0.6202531645569619,0.0625,0.0001614125907585,0.2700166189704744,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0,0,,1,1900194982,190019498,10,22.0,0.21799047934530644,1,0,0,0,0,0,0.0,21.365222340485044,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.070909105
Our Cartoon President,46,United States,2018.0,2020.0,3.0,Showtime,Flash,2020.0,2.0,our cartoon president,tt7689460,tvSeries,Our Cartoon President,Our Cartoon President,0.0,2018.0,2020.0,30.0,"Adventure,Animation,Comedy",5.5,3975.0,0.0,0.5189873417721519,0.0625,0.005717176317314,0.2308992307881892,0,0.0,,,0.0,,0,0.5189873417721519,0.0,0.0,0.1037974683544303,0,47.303,5.4,34.0,1 Seasons,1,0,,1,12256181,1225618,10,6.0,1.3813385946294108,1,0,1,1,0,1,47.303,16.321541020721703,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.14396872
Creative Galaxy,68,Coproduction,2013.0,2017.0,3.0,Amazon Video,CGI,2017.0,4.0,creative galaxy,tt3012540,tvSeries,Creative Galaxy,Creative Galaxy,0.0,2013.0,2019.0,23.0,"Animation,Family,Sci-Fi",5.4,340.0,0.0,0.5063291139240507,0.0625,0.0004784730368914,0.2245262638288431,0,0.0,,,0.0,,0,0.5063291139240507,0.0,0.0,0.1012658227848101,0,0.0,,,,0,0,,1,1673814,167381,10,11.0,0.5301711342985015,1,1,0,0,0,0,0.0,14.330616010184919,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.13108592
Creature Comforts,27,United Kingdom,2003.0,2007.0,3.0,ITV,Stop Motion,2007.0,4.0,creature comforts,tt0324742,tvSeries,Creature Comforts,Creature Comforts,0.0,2003.0,2006.0,10.0,"Animation,Comedy,Family",7.9,2326.0,0.0,0.8227848101265822,0.0625,0.0033406641551636,0.3518240900894238,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0,0,,1,23856212,2385621,10,21.0,0.36915881730010913,1,1,1,0,0,0,0.0,16.987555244518227,0,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0068865553
ViR: The Robot Boy,81,India,2013.0,2016.0,3.0,Hungama TV,CGI,2016.0,3.0,vir: the robot boy,tt8242412,tvSeries,ViR: The Robot Boy,ViR: The Robot Boy,0.0,2013.0,,30.0,"Animation,Comedy,Family",3.3,166.0,0.0,0.2405063291139239,0.0625,0.0002277070476772,0.1181344584074888,0,0.0,,,0.0,,0,0.2405063291139239,0.0,0.0,0.0481012658227847,0,0.0,,,,0,0,,1,3452718372,345271837,10,11.0,0.4652721647651596,1,1,1,0,0,0,0.0,21.96242769193539,0,0,4,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.050223347
BoBoiBoy,39,Malaysia,2011.0,2016.0,3.0,TV3,CGI,2016.0,5.0,boboiboy,tt2918872,tvSeries,BoBoiBoy,BoBoiBoy,0.0,2011.0,2021.0,22.0,"Action,Adventure,Animation",7.2,740.0,0.0,0.7341772151898733,0.0625,0.0010549465753148,0.315809622719778,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,20.637,5.7,5.0,1 Seasons,1,0,,1,1543386244,154338624,10,13.0,0.5083077404073912,1,0,0,1,1,1,20.637,21.15724469980604,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.010788389
Seven Little Monsters,40,Coproduction,2000.0,2004.0,3.0,PBS Kids,Traditional,2004.0,4.0,seven little monsters,tt0274284,tvSeries,Seven Little Monsters,Seven Little Monsters,0.0,2000.0,2003.0,30.0,"Animation,Comedy,Family",7.0,469.0,0.0,0.7088607594936708,0.0625,0.0006643857530329,0.3055854002357265,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0,0,,1,1607868815,160786881,10,24.0,0.25636386227933766,1,1,1,0,0,0,0.0,21.198175422285633,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.040199187
Pac-Man and the Ghostly Adventures,52,Coproduction,2013.0,2015.0,3.0,"Disney XD (U.S./Canada), Discovey Kids (Latin America), Tokyo MXTV (Japan)",CGI,2015.0,2.0,pac-man and the ghostly adventures,tt2392179,tvSeries,Pac-Man and the Ghostly Adventures,Pac-Man and the Ghostly Adventures,0.0,2013.0,2016.0,30.0,"Action,Adventure,Animation",4.7,1144.0,0.0,0.4177215189873418,0.0625,0.0016371848491224,0.1893729038072173,0,0.0,,,0.0,,0,0.4177215189873418,0.0,0.0,0.0835443037974683,0,63.848,7.3,131.0,1 Seasons,1,0,,1,1435334304,143533430,10,11.0,0.6402872650898491,1,0,0,1,1,1,63.848,21.08466362418262,0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.13214876
Generator Rex,60,United States,2010.0,2013.0,3.0,"Cartoon Network, Tooncast",Traditional,2013.0,3.0,generator rex,tt1636691,tvSeries,Generator Rex,Generator Rex,0.0,2010.0,2013.0,24.0,"Action,Adventure,Animation",7.6,9765.0,0.0,0.7848101265822783,0.0625,0.0140616307859928,0.3393144583294095,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,36.467,8.5,381.0,1 Seasons,1,0,dinosaur,1,53751553,5375155,10,14.0,0.6561901603301147,1,0,0,1,1,1,36.467,17.79988313618202,1,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.19819373
George Shrinks,40,Coproduction,2000.0,2003.0,3.0,PBS Kids,Traditional,2003.0,3.0,george shrinks,tt0364811,tvSeries,George Shrinks,George Shrinks,0.0,2000.0,2003.0,30.0,"Adventure,Animation,Comedy",6.6,1207.0,0.0,0.6582278481012657,0.0625,0.0017279794314241,0.2855981340983623,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,34664408,3466440,10,24.0,0.29569672410394837,1,0,1,1,0,0,0.0,17.361224041316813,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1930928
Go Jetters,154,United Kingdom,2015.0,2020.0,3.0,CBeebies,CGI,2020.0,5.0,go jetters,tt5172468,tvSeries,Go Jetters,Go Jetters,0.0,2015.0,,23.0,"Action,Adventure,Animation",7.6,234.0,0.0,0.7848101265822783,0.0625,0.0003257075492092,0.3358804775202136,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,63.216,7.8,6.0,1 Seasons,1,0,,1,126557099,12655709,10,9.0,0.6066206126826843,1,0,0,1,1,1,63.216,18.656204147688218,0,0,2,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.21762165
Transformers: Robots in Disguise,71,Coproduction,2015.0,2017.0,3.0,Cartoon Network,Traditional/Flash,2017.0,2.0,transformers: robots in disguise,tt3604232,tvSeries,Transformers: Robots in Disguise,Transformers: Robots in Disguise,0.0,2014.0,2020.0,22.0,"Action,Adventure,Animation",6.0,1655.0,1.0,0.5822784810126581,0.0625,0.0023736297944583,0.2553797998536778,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,42.896,7.069,51.0,1 Seasons,1,0,,1,330293557,33029355,10,9.0,0.8235733705494672,1,0,0,1,1,1,42.896,19.61549238668914,0,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.36827573
Animal Mechanicals,37,Canada,2007.0,2011.0,3.0,"Kids' CBC, Discovery Kids",CGI,2011.0,4.0,animal mechanicals,tt1516169,tvSeries,Animal Mechanicals,Animal Mechanicals,0.0,2008.0,2011.0,11.0,"Animation,Family",6.2,244.0,1.0,0.6075949367088607,0.0625,0.0003401193876698,0.2649980045304617,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,192362901,19236290,10,17.0,0.32360342414968984,1,1,0,0,0,0,0.0,19.074894260556466,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0074391463
Animated Tales of the World,39,Coproduction,2001.0,2002.0,3.0,HBO,Traditional,2002.0,1.0,animated tales of the world,tt0389571,tvSeries,Animated Tales of the World,Animated Tales of the World,0.0,2000.0,2004.0,23.0,"Animation,Family,Fantasy",7.8,118.0,1.0,0.8101265822784809,0.0625,0.0001585302230664,0.3459652654671589,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0,0,,1,228900084,22890008,10,23.0,0.20778797796137086,1,1,0,0,0,0,0.0,19.248796156263925,0,0,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.038742818
The Marvelous Misadventures of Flapjack,92,United States,2008.0,2010.0,3.0,Cartoon Network,Traditional,2010.0,2.0,the marvelous misadventures of flapjack,tt1178180,tvSeries,The Marvelous Misadventures of Flapjack,The Marvelous Misadventures of Flapjack,0.0,2008.0,2010.0,11.0,"Adventure,Animation,Comedy",7.8,17998.0,0.0,0.8101265822784809,0.0625,0.0259268973905925,0.3524073572590405,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0,0,,1,61352314,6135231,10,16.0,0.6123794674862174,1,0,1,1,0,0,0.0,17.932143462720603,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.049427856
Life with Louie,39,United States,1994.0,1998.0,3.0,Fox,Traditional,1998.0,4.0,life with louie,tt0112047,tvSeries,Life with Louie,Life with Louie,0.0,1994.0,1998.0,30.0,"Adventure,Animation,Comedy",8.3,8820.0,0.0,0.8734177215189872,0.0625,0.0126997120514675,0.3744170166204618,1,0.0,,,0.0,,0,0.8734177215189872,0.0,0.0,0.1746835443037974,1,0.0,,,,0,0,,1,11739897,1173989,10,30.0,0.3028296840419589,1,0,1,1,0,0,0.0,16.278503684081166,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.060170658
Liquid Television,27,United States,1991.0,1994.0,3.0,"MTV, BBC Two",Traditional,1994.0,3.0,liquid television,tt0101134,tvSeries,Liquid Television,Liquid Television,0.0,1991.0,1994.0,30.0,"Animation,Comedy,Crime",8.1,1154.0,0.0,0.8481012658227846,0.0625,0.001651596687583,0.3615284055010095,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0,0,,1,16385729,1638572,10,33.0,0.21369259463502707,1,0,1,0,0,0,0.0,16.611921392067366,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.09550232
PB&J Otter,65,United States,1998.0,2000.0,3.0,Playhouse Disney,Traditional,2000.0,2.0,pb&j otter,tt0191715,tvSeries,PB&J Otter,PB&J Otter,0.0,1998.0,2001.0,15.0,"Animation,Comedy,Family",6.9,1812.0,0.0,0.6962025316455696,0.0625,0.0025998956582895,0.3010059865728002,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0,0,,1,10703077,1070307,10,26.0,0.28856685425980194,1,1,1,0,0,0,0.0,16.18604192161631,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.024447547
Cocomong,78,South Korea,2008.0,2015.0,3.0,EBS,CGI,2015.0,7.0,cocomong,tt9892608,tvSeries,Cocomong,Cocomong,0.0,2008.0,,23.0,Animation,6.2,26.0,0.0,0.6075949367088607,0.0625,2.594130922905312e-05,0.2649194600108515,0,0.0,,,0.0,,0,0.6075949367088607,0.0,0.0,0.1215189873417721,0,0.0,,,,0,0,,1,157851981,15785198,10,16.0,0.20598980412527057,1,0,0,0,0,0,0.0,18.877168329113708,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0042396802
Untalkative Bunny,39,Coproduction,2001.0,2003.0,3.0,Teletoon,Traditional,2003.0,2.0,untalkative bunny,tt0293743,tvSeries,Untalkative Bunny,Untalkative Bunny,0.0,2001.0,,30.0,"Animation,Comedy,Drama",7.7,175.0,0.0,0.7974683544303797,0.0625,0.0002406777022917,0.3409225111977248,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0,0,rabbit,1,760712,76071,10,23.0,0.2248036519581805,1,0,1,0,0,0,0.0,13.542011430362177,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.05985689
Cow and Chicken,52,United States,1997.0,1999.0,3.0,Cartoon Network,Traditional,1999.0,2.0,cow and chicken,tt0118289,tvSeries,Cow and Chicken,Cow and Chicken,0.0,1997.0,1999.0,30.0,"Adventure,Animation,Comedy",6.5,23182.0,0.0,0.6455696202531644,0.0625,0.0333979944485598,0.2884523467134057,0,0.0,,,0.0,,0,0.6455696202531644,0.0,0.0,0.1291139240506329,0,0.0,,,,0,0,,1,1021619138,102161913,10,27.0,0.3722657233494405,1,0,1,1,0,0,0.0,20.74465459684541,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.23962237
Scaredy Squirrel,104,Canada,2011.0,2013.0,3.0,"YTV (Canada), Cartoon Network (United States), Disney XD, Nickelodeon",Flash,2013.0,2.0,scaredy squirrel,tt2059031,tvSeries,Scaredy Squirrel,Scaredy Squirrel,0.0,2011.0,2013.0,11.0,"Animation,Comedy,Family",4.3,687.0,0.0,0.3670886075949366,0.0625,0.0009785638314737,0.1689550839958431,0,0.0,,,0.0,,0,0.3670886075949366,0.0,0.0,0.0734177215189873,0,108.407,6.4,9.0,1 Seasons,1,0,,1,1518656,151865,10,13.0,0.5025991413794879,1,1,1,0,0,1,108.407,14.233336949628182,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.00865035
